company,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
Maruti,2009,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,150000.0
Hyundai,2004,160000.0,Diesel,Individual,Manual,Third Owner,13.1,1493.0,82.0,5.0,170000.0
Mahindra,2006,60000.0,Diesel,Individual,Manual,Third Owner,20.37,1248.0,79.4,8.0,20.37
Hyundai,2005,100000.0,Diesel,Individual,Manual,Third Owner,13.1,1493.0,82.0,5.0,100000.0
Maruti,2013,60000.0,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,599000.0
Chevrolet,2010,60000.0,Diesel,Individual,Manual,Third Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2016,90000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,570000.0
Volkswagen,2013,75000.0,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0,440000.0
Toyota,2005,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Nissan,2015,71717.0,Petrol,Individual,Automatic,Second Owner,19.34,1198.0,76.0,5.0,300000.0
Mahindra,2011,60000.0,Diesel,Individual,Automatic,Second Owner,20.37,1248.0,79.4,8.0,20.37
Maruti,2016,55000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,660000.0
Ford,2012,90000.0,Petrol,Individual,Manual,Second Owner,15.3,1596.0,99.6,5.0,256000.0
Renault,2018,35000.0,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,409999.0
Toyota,2015,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Hyundai,2011,100000.0,LPG,Individual,Manual,Second Owner,13.45,1086.0,62.1,5.0,250000.0
Honda,2009,60000.0,Petrol,Individual,Automatic,Third Owner,20.37,1248.0,79.4,5.0,20.37
Mahindra,2010,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,8.0,20.37
Tata,2016,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2014,60000.0,Petrol,Individual,Manual,First Owner,19.0,998.0,67.1,5.0,190000.0
Mahindra,2019,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,9.0,20.37
Mahindra,2012,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,8.0,20.37
Mahindra,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Tata,2009,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Tata,2011,84321.0,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0,200000.0
Mahindra,2013,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Tata,2010,60000.0,Diesel,Individual,Manual,First Owner,18.0,1248.0,75.0,5.0,175000.0
Tata,2008,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,5.0,20.37
Hyundai,2008,70000.0,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,215000.0
Maruti,2011,70000.0,Petrol,Individual,Manual,Third Owner,19.3,1248.0,82.0,5.0,190000.0
Renault,2013,126000.0,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0,520000.0
Ford,2016,60000.0,Diesel,Individual,Automatic,Second Owner,20.37,1248.0,79.4,7.0,20.37
Tata,2015,70000.0,Diesel,Individual,Manual,First Owner,19.1,1405.0,70.0,5.0,285000.0
Mahindra,2017,82000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,660000.0
Maruti,2004,110000.0,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,31504.0
Maruti,2015,45000.0,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,515000.0
Nissan,2012,70000.0,Diesel,Individual,Manual,Second Owner,21.64,1461.0,84.8,5.0,295000.0
Nissan,2015,80000.0,Diesel,Individual,Manual,Second Owner,20.45,1461.0,83.8,5.0,700000.0
Mahindra,2017,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Hyundai,2017,60000.0,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,300000.0
Maruti,2013,41800.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5.0,450000.0
Maruti,2010,132000.0,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5.0,135000.0
Maruti,2017,50000.0,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5.0,700000.0
Ford,2012,40000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,250000.0
Maruti,2009,96000.0,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,140000.0
Mahindra,2012,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,8.0,20.37
Hyundai,2011,110000.0,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,210000.0
Honda,2014,100000.0,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0,420000.0
Maruti,2007,88700.0,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,130000.0
Nissan,2012,70000.0,Petrol,Individual,Manual,Second Owner,16.95,1498.0,97.7,5.0,320000.0
Maruti,2010,110000.0,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64.0,5.0,200000.0
Maruti,2016,15000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,310000.0
Mahindra,2012,80000.0,Diesel,Individual,Manual,Second Owner,20.8,1461.0,65.0,5.0,200000.0
Maruti,2014,50000.0,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5.0,350000.0
Hyundai,2018,15000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,444000.0
Datsun,2017,25000.0,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,300000.0
Mahindra,2011,57000.0,Diesel,Individual,Manual,Second Owner,21.0,1461.0,64.1,5.0,225000.0
Mahindra,2012,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2013,26000.0,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,260000.0
Hyundai,2015,160000.0,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.01,5.0,375000.0
Maruti,2013,26000.0,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,260000.0
Maruti,2010,120000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,150000.0
Maruti,2014,50000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,110000.0
Maruti,2012,40000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,225000.0
Toyota,2011,90000.0,Diesel,Individual,Manual,Third Owner,19.3,1248.0,82.0,5.0,400000.0
Maruti,2005,120000.0,Petrol,Individual,Manual,Third Owner,19.3,1248.0,82.0,5.0,93000.0
Honda,2017,28000.0,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5.0,860000.0
Maruti,2018,50000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,650000.0
Maruti,2014,90000.0,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7.0,650000.0
Hyundai,2016,40000.0,Diesel,Individual,Manual,First Owner,24.8,1396.0,88.7,5.0,710000.0
Ford,2017,113000.0,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,430000.0
Maruti,2011,188000.0,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,305000.0
Ford,2011,100000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,220000.0
Tata,2010,60000.0,Diesel,Individual,Manual,Third Owner,20.37,1248.0,79.4,9.0,20.37
Mahindra,2017,67000.0,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7.0,660000.0
Chevrolet,2011,70000.0,Diesel,Individual,Manual,Fourth & Above Owner,25.44,936.0,57.6,5.0,140000.0
Toyota,2015,60000.0,Petrol,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Jaguar,2013,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Volkswagen,2017,34000.0,Diesel,Individual,Automatic,First Owner,22.0,1498.0,108.495,5.0,625000.0
Honda,2004,110000.0,Petrol,Individual,Manual,Third Owner,12.8,1493.0,100.0,5.0,198000.0
Hyundai,2001,71000.0,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5.0,60000.0
Maruti,2005,140000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,130000.0
Honda,2012,100000.0,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5.0,540000.0
Hyundai,2017,10000.0,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,550000.0
Maruti,2018,30000.0,Petrol,Individual,Manual,First Owner,21.63,998.0,67.04,5.0,475000.0
Audi,2017,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Honda,2020,60000.0,Diesel,Dealer,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
BMW,2018,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Toyota,2018,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,8.0,20.37
Hyundai,2018,7000.0,Petrol,Dealer,Manual,First Owner,20.3,1086.0,68.0,5.0,540000.0
Force,2018,60000.0,Diesel,Dealer,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2019,4875.0,Petrol,Dealer,Manual,First Owner,21.63,998.0,67.04,5.0,484999.0
Hyundai,2020,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2018,58511.0,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,950000.0
Ford,2015,105000.0,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5.0,365000.0
Mahindra,2018,60000.0,Diesel,Dealer,Manual,First Owner,20.37,1248.0,79.4,6.0,20.37
Tata,2017,26766.0,Diesel,Dealer,Manual,First Owner,21.5,1497.0,108.5,5.0,919999.0
MG,2020,60000.0,Petrol,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Mercedes-Benz,2018,60000.0,Diesel,Dealer,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Mahindra,2019,60000.0,Diesel,Dealer,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2017,24522.0,Petrol,Dealer,Manual,First Owner,20.4,1197.0,81.8,5.0,600000.0
BMW,2017,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Skoda,2019,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2016,63000.0,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,839000.0
Volkswagen,2019,2000.0,Petrol,Dealer,Manual,First Owner,16.2,1199.0,74.0,5.0,635000.0
Mahindra,2014,60000.0,Diesel,Individual,Manual,Third Owner,20.37,1248.0,79.4,8.0,20.37
Mahindra,2011,190000.0,Diesel,Individual,Manual,Third Owner,19.2,1461.0,65.0,5.0,180000.0
Honda,2015,80000.0,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,650000.0
Honda,2011,80000.0,Petrol,Individual,Manual,Second Owner,16.0,1198.0,90.0,5.0,350000.0
Maruti,2015,54000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,265000.0
Renault,2018,30000.0,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,330000.0
Maruti,2019,5000.0,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,7.0,395000.0
Mahindra,2015,58945.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,700000.0
Ford,2012,90000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,300000.0
Toyota,2011,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,8.0,20.37
Maruti,2013,160000.0,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,625000.0
Volkswagen,2014,80000.0,Diesel,Individual,Manual,Second Owner,15.11,1598.0,103.6,5.0,425000.0
Maruti,2004,50000.0,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,55000.0
Tata,2015,80000.0,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5.0,250000.0
Mahindra,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,9.0,20.37
Toyota,2017,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Chevrolet,2014,50000.0,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,300000.0
Ford,2018,27620.0,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0,950000.0
Mahindra,2013,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,9.0,20.37
Mahindra,2009,60000.0,Diesel,Individual,Manual,Third Owner,20.37,1248.0,79.4,8.0,20.37
Hyundai,2015,58000.0,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,500000.0
Nissan,2012,50000.0,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0,350000.0
Maruti,2017,40000.0,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0,550000.0
Honda,2018,7800.0,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0,850000.0
Maruti,2016,50000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,240000.0
Ford,2011,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2015,60000.0,Petrol,Individual,Manual,Second Owner,16.02,1373.0,93.7,7.0,423000.0
Tata,2005,74000.0,Petrol,Individual,Manual,Second Owner,12.8,1396.0,85.0,5.0,90000.0
Tata,2011,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2011,70000.0,Petrol,Individual,Manual,Third Owner,19.0,998.0,66.1,5.0,170000.0
Ford,2015,70000.0,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,450000.0
Hyundai,2009,110000.0,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,150000.0
Hyundai,2002,80000.0,Petrol,Individual,Manual,Third Owner,19.3,1248.0,82.0,5.0,75000.0
Hyundai,2016,80000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,511000.0
Maruti,2018,59000.0,Diesel,Individual,Manual,First Owner,24.2,1498.0,93.87,7.0,850000.0
Tata,2018,110000.0,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,250000.0
Maruti,2020,25000.0,Petrol,Individual,Manual,First Owner,21.63,998.0,67.04,5.0,420000.0
Maruti,2014,55000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,180000.0
Maruti,2015,25000.0,Diesel,Individual,Manual,First Owner,27.62,793.0,47.0,5.0,400000.0
Mahindra,2009,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Ford,2016,143200.0,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,500000.0
Jeep,2017,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Nissan,2012,120000.0,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,204999.0
Maruti,2014,145000.0,Diesel,Individual,Manual,Second Owner,26.21,1248.0,88.5,5.0,459999.0
Hyundai,2017,30000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,600000.0
Hyundai,2019,8000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,585000.0
Ford,2012,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2013,100000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,525000.0
Maruti,2012,60000.0,Petrol,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Mahindra,2014,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Hyundai,2007,137000.0,CNG,Individual,Manual,First Owner,19.3,1248.0,82.0,5.0,127000.0
Chevrolet,2015,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,9.0,20.37
Maruti,2002,80000.0,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,65000.0
Maruti,2013,100000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,550000.0
Mahindra,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,9.0,20.37
Maruti,2019,24000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,750000.0
Mahindra,2017,80000.0,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,380000.0
Hyundai,2012,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2003,147000.0,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,5.0,50000.0
Mahindra,2017,60000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,750000.0
Chevrolet,2011,80000.0,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,150000.0
Maruti,2016,50000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,245000.0
Tata,2013,189000.0,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,260000.0
Volkswagen,2014,90000.0,Diesel,Individual,Automatic,Second Owner,21.21,1498.0,103.2,5.0,411000.0
Hyundai,2014,56000.0,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.76,5.0,450000.0
BMW,2012,60000.0,Diesel,Individual,Automatic,Second Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2016,60000.0,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,351000.0
Mahindra,2012,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
BMW,2013,60000.0,Diesel,Individual,Automatic,Second Owner,20.37,1248.0,79.4,5.0,20.37
Tata,2013,189000.0,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,260000.0
Volkswagen,2014,90000.0,Diesel,Individual,Automatic,Second Owner,21.21,1498.0,103.2,5.0,411000.0
Hyundai,2014,56000.0,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.76,5.0,450000.0
BMW,2012,60000.0,Diesel,Individual,Automatic,Second Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2016,60000.0,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,351000.0
Mahindra,2012,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
BMW,2013,60000.0,Diesel,Individual,Automatic,Second Owner,20.37,1248.0,79.4,5.0,20.37
Nissan,2016,35000.0,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,750000.0
Nissan,2015,35000.0,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,800000.0
Tata,2011,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2013,90000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,200000.0
Tata,2008,60000.0,Diesel,Individual,Manual,Third Owner,17.0,1405.0,70.0,5.0,150000.0
Nissan,2016,36000.0,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5.0,800000.0
Hyundai,2017,20000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,350000.0
Tata,2011,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Mahindra,2006,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,9.0,20.37
Tata,2010,110000.0,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5.0,170000.0
Renault,2018,10800.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,395000.0
Mahindra,2012,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2019,15000.0,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,500000.0
Tata,2012,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,10.0,20.37
Tata,2017,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Mahindra,2016,50000.0,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,400000.0
Mahindra,2016,100000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,650000.0
Mahindra,2016,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,9.0,20.37
Mahindra,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2012,30000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,254999.0
Maruti,2011,60000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,180000.0
Mahindra,2010,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,8.0,20.37
Chevrolet,2008,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2015,49900.0,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,270000.0
Tata,2012,86000.0,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5.0,310000.0
Datsun,2015,71850.0,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5.0,225000.0
Fiat,2015,95000.0,Diesel,Individual,Manual,Third Owner,21.2,1248.0,75.0,5.0,300000.0
Maruti,2008,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,17.5,1298.0,85.8,5.0,250000.0
Hyundai,2011,35000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,180000.0
Maruti,2015,50000.0,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,550000.0
Mahindra,2007,60000.0,Diesel,Individual,Manual,Third Owner,20.37,1248.0,79.4,7.0,20.37
Hyundai,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Tata,2012,190000.0,Diesel,Individual,Manual,Third Owner,19.3,1248.0,82.0,5.0,254999.0
Mahindra,2018,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2015,110000.0,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,590000.0
Maruti,2008,112000.0,LPG,Individual,Manual,Second Owner,17.3,1061.0,57.5,5.0,170000.0
Audi,2017,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2016,110000.0,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,475000.0
Hyundai,2018,29000.0,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,700000.0
Maruti,2011,60000.0,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,376000.0
Hyundai,2002,120000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.3,1248.0,82.0,5.0,100000.0
Maruti,2004,46000.0,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37.0,4.0,75000.0
Mahindra,2012,60000.0,Diesel,Individual,Automatic,Third Owner,20.37,1248.0,79.4,8.0,20.37
Maruti,2016,80000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,390000.0
Toyota,2012,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Mahindra,2012,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2010,75000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,170000.0
Maruti,2010,120000.0,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0,215000.0
Honda,2010,110000.0,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,5.0,350000.0
Chevrolet,2009,80000.0,Petrol,Individual,Manual,Fourth & Above Owner,18.0,995.0,62.0,5.0,80000.0
Hyundai,2012,80000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,195000.0
Maruti,2011,85000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,82.0,5.0,280000.0
Nissan,2014,71000.0,Diesel,Dealer,Manual,First Owner,21.64,1461.0,84.8,5.0,335000.0
Mahindra,2011,60000.0,Diesel,Dealer,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Renault,2015,75000.0,Diesel,Dealer,Manual,First Owner,19.87,1461.0,83.8,5.0,484999.0
Maruti,2018,22000.0,Petrol,Individual,Manual,Second Owner,21.56,1462.0,103.25,5.0,650000.0
Audi,2014,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Hyundai,2018,30000.0,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,700000.0
Audi,2014,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,7.0,20.37
Mahindra,2018,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Volkswagen,2013,80000.0,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,5.0,350000.0
Honda,2005,60000.0,Petrol,Individual,Automatic,Second Owner,20.37,1248.0,79.4,5.0,20.37
Audi,2012,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2017,51777.0,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,750000.0
Land,2013,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Honda,2018,20000.0,Petrol,Individual,Manual,First Owner,19.5,1199.0,88.76,5.0,600000.0
Volkswagen,2018,19000.0,Petrol,Individual,Manual,First Owner,18.78,999.0,75.0,5.0,565000.0
Daewoo,2000,46951.0,Petrol,Individual,Manual,First Owner,18.5,796.0,53.0,5.0,86000.0
Datsun,2016,19000.0,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5.0,329000.0
Ford,2016,50000.0,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,650000.0
Hyundai,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Renault,2013,100000.0,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0,345000.0
Maruti,2001,10000.0,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5.0,30000.0
Maruti,2012,50000.0,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,330000.0
Maruti,2014,74537.0,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,300000.0
Maruti,2009,90000.0,Petrol,Individual,Automatic,Second Owner,12.6,1586.0,103.3,5.0,200000.0
Tata,2012,80000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,82.0,5.0,200000.0
Chevrolet,2010,70000.0,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,90000.0
Maruti,2010,80000.0,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,200000.0
Hyundai,2016,35000.0,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5.0,550000.0
